Close,open,high,low,hand,volume,F,SKDJ(D),KDJ(D),KDJ(K),SKDJ(RSV),SKDJ(K),MA5,MA13,MA21,MA34,MA55,MA89,MA144,MA233,VOL5,VOL40,VOL89,vol5_40_bias,vol5_89_bias,price_5_bias,price_13_bias,price_34_bias,MA5_13_bias,MA34_144_bias
1322.793,1303.408,1322.828,1302.413,1413919300,11275767000,1.508126525,95.12203084,90.72496619,96.25444606,97.85934741,96.38413632,1297.482,1247.130385,1225.147857,1217.553824,1220.157345,1198.217719,1188.83616,1213.83824,1176959500,490034580,416031758.4,140.1788666,182.9013594,1.950778508,6.066937051,8.643492751,4.037397854,2.415611569
1297.225,1326.444,1328.789,1288.888,1511702200,12492654000,-1.932879899,93.69914797,91.38069614,92.69215603,83.22462843,89.80438237,1303.124,1256.157769,1230.252048,1219.648088,1221.249364,1199.516573,1189.365056,1213.545227,1273059360,515954442.5,430031940.4,146.7387147,196.0383265,-0.452681403,3.269273317,6.360597988,3.738879934,2.546151204
1311.514,1294.617,1311.528,1293.588,1462679900,10329571000,1.101505136,90.70199151,91.7521792,92.49514532,82.03052931,85.91745584,1308.21,1265.196,1236.563667,1222.674882,1222.551418,1201.079348,1189.932063,1213.256266,1407377320,542277102.5,442819634.8,159.5310245,217.8217968,0.25255884,3.660934748,7.26596407,3.39978944,2.75165456
1318.748,1319.945,1326.295,1311.832,1214580900,10915867000,0.55157627,87.11971403,92.32357633,93.46637059,85.35715193,85.63730389,1310.684,1274.980231,1242.934476,1225.925765,1224.220182,1202.87927,1190.574042,1212.992176,1446152980,561103230,453177509,157.7338541,219.1140229,0.615251273,3.432819441,7.57160327,2.800339046,2.969300674
1313.721,1318.274,1320.909,1304.375,855311600,7158410000,-0.381194891,85.08984333,92.66493987,93.34766694,81.79223663,83.71477026,1312.8002,1284.584538,1248.898238,1229.427176,1226.876073,1205.000393,1191.080299,1212.772202,1291638780,573671372.5,459454320.2,125.1530827,181.124526,0.070140148,2.268162247,6.856349456,2.196481484,3.219504
1324.707,1314.165,1324.707,1314.068,955450300,7576217000,0.836250619,85.01046834,93.42427849,94.94295572,87.64389147,85.67933087,1313.183,1292.364692,1254.701667,1232.898735,1229.1032,1207.23836,1191.590083,1212.655077,1199944980,586022462.5,466162477.5,104.760919,157.4091734,0.877562381,2.50256819,7.446537341,1.610869425,3.466683093
1316.246,1324.037,1326.424,1312.565,944117500,8399281000,-0.638707276,83.91398142,93.85515345,94.71690338,79.01635542,82.34784315,1316.9872,1297.504,1260.527238,1236.125676,1230.9362,1209.175753,1192.039361,1212.395318,1086428040,601373615,474133148.3,80.65774968,129.1398616,-0.05627997,1.444465682,6.481567777,1.501590747,3.698394264
1298.107,1311.544,1311.73,1291.081,878601400,7622362000,-1.378085859,78.24378515,93.17062132,91.80155707,51.06051976,66.70418145,1314.3058,1301.741769,1265.736381,1239.355118,1232.466109,1211.148685,1192.337125,1211.984837,969612340,615440565,481181906.7,57.54768131,101.5064005,-1.232498556,-0.279223523,4.740520414,0.965170748,3.943347201
1296.005,1292.162,1302.982,1286.585,737714000,7014741000,-0.1619281,66.91642836,91.95962015,89.53761781,36.69033949,51.69726047,1309.7572,1304.898692,1270.903238,1242.126176,1233.972945,1212.90573,1192.788361,1211.328524,874238960,624364582.5,486484457.3,40.02058805,79.70542468,-1.049980867,-0.681561899,4.337628862,0.372328344,4.136342789
1305.223,1296.772,1307.856,1295.058,656345500,5879213000,0.711262688,54.82102658,91.11750706,89.43328087,40.42601516,46.06163782,1308.0576,1307.683923,1276.872476,1244.831176,1235.818545,1214.839843,1193.129903,1210.565562,834445740,631956510,491260389.9,32.04164002,69.85813576,-0.216702995,-0.188189442,4.851406735,0.028575477,4.333247668
1332.182,1307.832,1333.066,1307.832,790204900,7477582000,2.065470805,51.8069193,91.68612824,92.82337062,69.2620814,57.66185961,1309.5526,1311.229923,1283.451762,1248.497088,1238.218164,1217.109674,1193.751215,1209.864811,801396660,643140465,498031934.8,24.60678555,60.91270538,1.728025281,1.597894965,6.702851977,-0.127919829,4.586037045
1324.559,1337.489,1340.252,1321.04,1065313100,8474093000,-0.572219111,55.85319642,92.10503983,92.94286301,70.01032406,63.83609183,1311.2152,1312.628462,1289.785381,1251.970824,1240.402327,1219.379483,1194.555813,1209.518781,825635780,661903855,507846696.6,24.73651177,62.57579019,1.017666665,0.908904447,5.797912787,-0.107666532,4.806389993
1315.167,1324.455,1331.855,1313.609,970462200,8403636000,-0.709066187,61.41103065,91.95747355,91.66234097,61.63418918,62.7351405,1314.6272,1313.553615,1295.799762,1255.333559,1242.079673,1221.394022,1195.499431,1208.866163,844007940,677210035,516176993.3,24.6301585,63.51134418,0.04106107,0.122825943,4.766338059,0.081731313,5.004948287
1310.378,1314.35,1318.797,1303.482,1106460600,8617667000,-0.364136266,61.47699223,91.34334876,90.1150992,52.98434821,57.85974436,1317.5018,1312.598615,1299.933714,1258.584912,1243.213091,1223.351034,1196.354694,1208.050627,917757260,692763662.5,525916267.4,32.47768462,74.50634576,-0.540705144,-0.169177032,4.115184264,0.373547904,5.201652788
1332.99,1315.346,1333.09,1315.328,958932900,8133032000,1.725608946,61.46264862,91.68168479,92.35835685,69.72637762,63.79306099,1323.0552,1315.349769,1303.912524,1262.789412,1244.967218,1225.526607,1197.503535,1207.487142,978274740,707833742.5,534335285.4,38.206853,83.08256384,0.750898375,1.341105703,5.559168265,0.585808501,5.451831677
1332.499,1337.894,1341.581,1328.563,827067300,6997872000,-0.036834485,63.95081606,92.32040118,93.59783396,76.60622467,70.19964283,1323.1186,1316.964,1308.173619,1267.304971,1246.462873,1227.597708,1198.615569,1207.286622,985647220,719522555,541216640.4,36.9862853,82.11694659,0.708961389,1.179607036,5.144304719,0.46733244,5.730728258
1343.448,1336.01,1343.46,1335.549,885859300,7513220000,0.821689172,71.07960222,93.45699256,95.73017531,88.29256288,79.24610285,1326.8964,1318.864,1312.387095,1271.966353,1248.229291,1229.683169,1199.719229,1206.968056,949756460,733610490,548508637.1,29.46331506,73.15250769,1.247392035,1.864028437,5.619774996,0.609039294,6.02200265
1352.926,1353.056,1355.516,1345.359,1103649100,8987361000,0.705498091,78.35698213,94.57189011,96.8016852,92.00429858,85.62520072,1334.4482,1321.879769,1316.382857,1276.802941,1250.175018,1231.860213,1201.448063,1207.126876,976393840,753489167.5,558305103.4,29.58299629,74.88535106,1.384677202,2.348642554,5.962005284,0.950799843,6.272004677
1352.52,1355.045,1356.056,1346.592,801924500,6797729000,-0.030009032,84.66784636,95.51079239,97.38859696,92.6392703,89.13223551,1342.8766,1324.019231,1319.546476,1281.205441,1252.289273,1234.092573,1203.604694,1207.16082,915486620,765809545,564426613.5,19.54494769,62.19763529,0.718115127,2.152594809,5.566207927,1.424251914,6.447361587
1348.412,1352.723,1355.657,1341.806,763829500,7521261000,-0.303729335,87.94949833,96.08158217,97.22316174,89.04988204,89.09105877,1345.961,1326.493538,1321.548095,1285.749647,1254.287673,1236.119382,1205.26025,1207.020464,876465940,777453672.5,569451466.3,12.73545563,53.91407203,0.182100373,1.652360973,4.873604522,1.467588117,6.678175693
1327.873,1348.888,1352.552,1326.65,795819500,8208702000,-1.523199141,85.54323595,95.49754095,94.32945851,67.72176835,78.40641356,1345.0358,1328.783231,1322.725857,1289.842529,1256.070255,1237.839281,1206.724576,1206.904545,870216380,788209245,574641355.1,10.40423409,51.43643463,-1.276010646,-0.068501073,2.948458414,1.223116672,6.887897591
1357.595,1324.742,1357.604,1324.724,1686123300,10333456000,2.238316466,82.87565464,95.73783629,96.21842697,83.85256963,81.12949159,1347.8652,1333.520923,1324.383095,1294.845294,1258.343182,1240.210888,1208.446528,1207.429747,1030269180,824102077.5,589852338.2,25.01718029,74.66560922,0.721867439,1.805301777,4.84611607,1.075669431,7.149572973
1354.606,1367.242,1368.026,1351.593,1342161500,11724821000,-0.220168754,79.89910928,95.74012124,95.74469114,79.19335377,80.16142268,1348.2012,1337.319615,1327.115524,1299.984618,1260.681109,1242.463022,1210.325236,1207.860391,1077971660,851827295,601506951.7,26.5481473,79.21183737,0.475062624,1.292614302,4.201694513,0.813686159,7.407875079
1349.649,1358.958,1360.064,1342.733,867969600,7614443000,-0.365936664,78.52005899,95.42283967,94.78827653,68.37710273,74.26926271,1347.627,1338.663231,1328.931476,1304.562029,1263.245582,1244.585281,1212.077083,1208.281412,1091180680,865979257.5,607613722.5,26.00540608,79.58460114,0.150041517,0.820652198,3.456100176,0.669605994,7.630285842
1369.262,1351.18,1369.304,1351.003,1020086200,9219003000,1.453192645,77.87867975,95.78859872,96.52011681,84.14144504,79.20535387,1351.797,1342.101923,1331.336905,1309.788765,1266.173655,1246.835337,1213.954576,1208.657026,1142432020,882147012.5,614318719.1,29.50585376,85.96731379,1.29198393,2.023697042,4.540673802,0.722380078,7.894380085
1367.127,1373.171,1376.298,1360.891,1236781500,9858011000,-0.15592341,78.22236694,96.03631269,96.53174065,83.1796146,81.19248424,1359.6478,1346.098846,1333.880048,1315.031765,1269.309182,1249.036157,1215.791757,1209.072373,1230624420,904010030,624491956.2,36.12950954,97.06009146,0.550083632,1.562155254,3.961519158,1.006534838,8.162582712
1368.087,1373.427,1379.127,1361.843,1021641900,8484026000,0.07022025,80.57191141,96.13087538,96.32000075,81.44330802,81.31789613,1361.7462,1350.538,1335.945762,1319.282412,1272.243964,1251.265629,1217.411333,1209.521893,1097728140,921152482.5,632399182,19.16899328,73.58152433,0.465637429,1.299408088,3.699328347,0.829906304,8.367843772
1368.183,1373.67,1376.384,1360.469,826120400,6599409000,0.007017098,81.167007,96.15082858,96.19073497,80.66338517,80.99064065,1364.4616,1353.245154,1338.418952,1322.775,1275.183109,1253.365685,1219.117701,1209.87812,994519920,934830932.5,637638286.5,6.385003472,55.96929184,0.272737613,1.10385366,3.432783353,0.828855446,8.502648964
1362.292,1370.675,1372.871,1355.539,623135400,5475859000,-0.430571057,80.07781908,95.89211195,95.3746787,74.85920026,77.92492045,1366.9902,1355.536923,1341.475381,1326.283118,1278.346491,1255.279989,1220.725389,1209.989747,945553080,941383512.5,639928664,0.442919113,47.75913834,-0.34368937,0.498332196,2.715022296,0.844925485,8.647131428
1357.431,1362.694,1365.102,1352.166,672030000,6515476000,-0.356825115,77.20759433,95.33753341,94.22837634,67.48952329,72.70722187,1364.624,1356.612538,1344.400429,1329.296824,1281.176345,1257.199371,1222.375486,1210.069897,875941840,949384950,643355731.5,-7.735862044,36.15202246,-0.527104902,0.060331267,2.116470601,0.590548982,8.74701257
1366.656,1356.959,1367.716,1350.26,676192500,6228300000,0.679592554,73.43049158,95.09406477,94.60712749,66.61144297,69.65933242,1364.5298,1357.668692,1347.32581,1332.168618,1283.965491,1259.283787,1224.102764,1210.093373,763824040,955975125,647815265.2,-20.10000888,17.90769392,0.155819243,0.661966188,2.588815102,0.505359498,8.82816843
1375.817,1371.365,1379.891,1370.72,800190200,8154890000,0.670322305,72.03602778,95.36318429,95.90142332,77.82372568,73.74152905,1366.0758,1359.460769,1349.403667,1334.807824,1287.025055,1261.325528,1225.839118,1210.160262,719533700,964678627.5,653330604.5,-25.41208238,10.13316919,0.713079025,1.203141064,3.072290688,0.486592252,8.889315398
1389.366,1380.126,1389.656,1376.201,1070688500,10206010000,0.98479667,74.84784286,95.98646903,97.23303851,88.54380517,81.14266711,1370.3124,1362.611077,1352.489714,1337.248647,1290.350764,1263.223202,1227.49925,1210.649798,768447320,974373702.5,660448978.7,-21.13423032,16.35226109,1.390456658,1.963504006,3.897356939,0.565188645,8.940893207
1390.416,1392.75,1394.439,1383.759,875233700,8989088000,0.075574039,80.1049823,96.55223283,97.68376043,89.71883439,85.43075075,1375.9372,1367.422077,1356.073,1339.815588,1293.797709,1264.984955,1228.984854,1211.145489,818866980,978014085,664498049.4,-16.27247577,23.23090801,1.052286398,1.681552716,3.77666988,0.622713588,9.018071597
1399.542,1393.738,1399.542,1390.55,882741600,9091104000,0.65635033,85.57283394,97.18676865,98.45584028,94.85941719,90.14508397,1384.3594,1370.648769,1360.318905,1342.072912,1297.4288,1266.731831,1230.458285,1211.822742,861009300,984853435,667948452.8,-12.57487973,28.90355481,1.096723871,2.107996696,4.282113716,1.000302271,9.070980173
1397.895,1402.853,1405.582,1392.9,830878700,8169261000,-0.117681356,88.62982578,97.49232164,98.10342764,90.48220128,90.31364262,1390.6072,1373.978692,1363.409619,1345.033794,1301.208036,1268.537798,1231.889014,1212.584545,891946540,990069967.5,672711728.1,-9.910756888,32.58971157,0.524073225,1.740660741,3.930102434,1.210244947,9.184656974
1411.206,1402.675,1411.347,1402.018,950879600,9584409000,0.952217441,91.05946455,97.90155352,98.72001728,95.12569147,92.71966705,1397.685,1378.713846,1367.157571,1347.965912,1305.430509,1270.462573,1233.511833,1213.436219,922084420,988061885,677376559.6,-6.677462819,36.12582352,0.967385355,2.356700336,4.691519844,1.376003723,9.278717507
1415.575,1418.354,1420.553,1411.061,983990100,10263945000,0.309593355,92.1347065,98.13843995,98.61221279,94.02195261,93.37080983,1402.9268,1382.276385,1370.59219,1350.813765,1309.623491,1272.581775,1235.193854,1214.172682,904744740,992884385,681983539.3,-8.877130745,32.66372102,0.901558086,2.408969419,4.794238628,1.493942573,9.360466792
1413.08,1419.221,1419.577,1402.625,795094200,7686929000,-0.176253466,92.87452206,98.11873608,98.07932835,91.69536878,92.5330893,1407.4596,1385.811231,1373.456667,1353.736088,1313.707091,1275.339449,1236.824229,1214.823386,888716840,987244175,682833547.2,-9.980037107,30.15131486,0.399329402,1.967711664,4.383713508,1.562144161,9.452584798
1420,1415.019,1421.121,1413.112,855816900,7467771000,0.48971042,93.17941514,98.26828652,98.56738738,94.73560328,93.63434629,1411.5512,1389.804538,1376.67,1356.538824,1317.655545,1277.786472,1238.103208,1215.570451,883331900,967942532.5,686040703.4,-8.741286766,28.75794332,0.598547187,2.172640879,4.678168835,1.564728056,9.565891955
1406.303,1420.986,1422.979,1402.746,763649000,7393558000,-0.964577465,90.91873345,97.77829708,96.79831821,79.54318323,86.58876476,1413.2328,1392.736846,1379.426714,1359.187559,1321.517255,1279.931101,1239.689174,1216.315614,869885960,951685775,688397147.2,-8.595254563,26.36396934,-0.490350917,0.974064403,3.466441469,1.471631479,9.639382819
1408.614,1404.075,1414.362,1390.632,756791600,8034192000,0.164331584,86.41553633,97.16229102,95.93027889,71.45823108,79.02349792,1412.7144,1396.300077,1383.271524,1362.437765,1325.515418,1282.118202,1241.248396,1217.079021,831068360,932813010,692270843.8,-10.9072932,20.04959727,-0.290249749,0.881896612,3.389236301,1.175558417,9.763506586
1403.73,1411.956,1415.18,1401.055,668832500,6990532000,-0.346723801,77.71640936,96.33939696,94.69360885,56.05043288,67.5369654,1410.3454,1399.861538,1385.468429,1365.606147,1329.446855,1284.259787,1242.837868,1217.561987,768036840,912966825,696120604.5,-15.8746168,10.33100228,-0.469062401,0.276346012,2.791716559,0.748921322,9.8780607
1369.65,1400.347,1400.347,1357.465,722689700,7166900000,-2.427817315,66.33044125,93.98555526,89.27787187,37.32475547,52.43086044,1401.6594,1400.091846,1386.18481,1367.501059,1332.897418,1286.124225,1244.152153,1217.931751,753555940,900669545,700724558.4,-16.33380476,7.539536175,-2.283678902,-2.17427494,0.157143657,0.111960787,9.914294306
1368.297,1367.741,1377.834,1359.392,535522100,5810756000,-0.098784361,53.21597086,91.1520712,85.48510309,26.92931305,39.68008674,1391.3188,1399.513385,1387.07281,1368.563265,1336.066145,1288.012921,1245.45384,1218.208013,689496980,892674807.5,703333827,-22.76056474,-1.967322832,-1.654674687,-2.230517047,-0.019455784,-0.585530993,9.884703908
1347.677,1367.555,1371.152,1346.069,423951700,4160839000,-1.506982768,39.73533589,87.49426226,80.17864439,14.51003424,27.09506049,1379.5936,1396.306538,1386.044952,1369.243206,1338.904764,1289.622438,1246.585625,1218.42297,621557520,879387342.5,703197043.8,-29.31925558,-11.60976494,-2.313478404,-3.482726545,-1.575045674,-1.196939068,9.839483018
1383.388,1373.11,1383.466,1365.083,542509700,5455625000,2.649818911,32.02697442,85.48018332,81.45202543,31.51649157,29.30577603,1374.5484,1395.765923,1386.819286,1371.249706,1342.441545,1291.425528,1247.900556,1218.847558,578701140,869347147.5,705269418,-33.43267512,-17.94608908,0.643091215,-0.886819407,0.885199396,-1.520134768,9.88453365
1365.341,1385.327,1386.985,1359.876,548843100,5922203000,-1.304550856,28.39910413,83.6100012,79.86963697,28.2871757,28.79647587,1366.8706,1393.135077,1386.688524,1372.866265,1345.019291,1292.743517,1249.179847,1219.341416,554703260,861103190,706538909,-35.58225467,-21.49006191,-0.111905253,-1.995074087,-0.54814259,-1.88527856,9.901409934
1348.588,1362.591,1362.593,1323.528,592927500,5901224000,-1.227019477,28.62395616,81.2592445,76.5577311,26.74275729,27.76961658,1362.6582,1389.342231,1385.755429,1373.325029,1346.822073,1294.002787,1250.245451,1219.983163,528750820,857483527.5,707218360.7,-38.33691225,-25.23513961,-1.032555339,-2.933347153,-1.801250897,-1.920623312,9.844433178
1348.942,1349.003,1356.662,1344.444,513160500,4936786000,0.026249677,28.02293004,78.97199136,74.39748508,27.23577877,27.50269767,1358.7872,1384.552692,1385.119714,1373.808647,1348.748,1295.11182,1251.378493,1220.834318,524278500,853903902.5,707573512.4,-38.60216607,-25.90473063,-0.7245579,-2.571999788,-1.810051721,-1.86092537,9.783622995
1370.685,1352.235,1372.12,1352.235,524371700,4869053000,1.61185581,29.56522196,77.94351387,75.88655888,39.34400556,33.42335162,1363.3888,1381.099615,1385.750857,1374.609735,1350.852,1296.509461,1252.656625,1221.741369,544362500,847258072.5,708129287.6,-35.75009579,-23.12667905,0.535151822,-0.754081405,-0.285516332,-1.282370597,9.735557842
1392.878,1376.194,1392.878,1376.194,535910200,6028945000,1.619117449,36.68100425,78.58538824,79.86913699,64.81057527,49.11696344,1365.2868,1379.545615,1386.999524,1375.784794,1353.104055,1298.160775,1254.175299,1223.012009,543042600,834023000,709546553.9,-34.88877405,-23.46624799,2.02090872,0.966433039,1.242433116,-1.033587815,9.696371444
1399.356,1400.468,1401.511,1392.056,643384400,7498143000,0.465080215,49.2035283,80.18922931,83.39691144,81.02357624,65.07026984,1372.0898,1377.957615,1388.120429,1377.162324,1355.163545,1299.993584,1255.663715,1224.255313,561950860,825846055,711589796.6,-31.95452632,-21.02881988,1.987202295,1.552905864,1.611551238,-0.425834243,9.676046761
1397.956,1398.238,1398.706,1385.452,639347300,7355279000,-0.100046021,63.6128636,81.97953678,85.56015173,88.23244518,76.65135751,1381.9634,1377.315538,1388.529476,1378.6195,1356.8286,1301.785225,1257.053465,1225.444648,571234820,814168222.5,714811834.8,-29.83823193,-20.08598737,1.157237594,1.49860079,1.402598759,0.337458005,9.670713146
1401.742,1399.708,1402.138,1390.855,631530000,6841793000,0.270823974,75.65982641,83.82381301,87.51236548,93.86434624,85.25785188,1392.5234,1376.786923,1389.06881,1380.792118,1358.621364,1303.716809,1258.514639,1226.65318,594908720,805983150,716723332.6,-26.18844203,-16.99604395,0.662006829,1.812559119,1.517236526,1.142985647,9.716015609
1382.036,1402.952,1404.049,1377.177,506546100,5266793000,-1.405822184,82.05655647,84.6022187,86.15903009,83.26306817,84.26046002,1394.7936,1375.118154,1388.23519,1381.510971,1359.698509,1305.396045,1259.89441,1227.628468,591343600,797970120,718706194.4,-25.89401718,-17.72109318,-0.914658628,0.503072855,0.038003999,1.430818588,9.652916937
1385.618,1383.29,1388.554,1376.406,1017813500,6306939000,0.259182829,83.9139629,84.98127146,85.73937697,80.18669361,82.22357681,1393.3416,1376.346462,1387.650571,1382.423088,1361.305655,1307.189281,1261.311014,1228.486399,687724260,801268975,726592600,-14.17061169,-5.349399375,-0.55432207,0.673634054,0.231109549,1.234800898,9.602078553
1361.432,1387.024,1387.192,1356.216,601549100,5222814000,-1.745502729,78.25591327,84.05459667,82.2012471,54.34382915,68.28370298,1385.7568,1375.818385,1385.280381,1382.769647,1362.213255,1308.906461,1262.623549,1229.178751,679357200,788716475,729073451.7,-13.86547365,-6.819100541,-1.755344083,-1.045660152,-1.543109303,0.722363903,9.515591451
1339.202,1360.615,1363.59,1335.212,381065600,3849891000,-1.63283954,66.56138797,81.65228009,76.84764693,30.07006528,49.17688413,1374.006,1375.166462,1381.643571,1381.885529,1362.585145,1310.378191,1263.878042,1229.815558,627700860,778195002.5,729392521.3,-19.33887291,-13.94196655,-2.533031151,-2.615280589,-3.088789086,-0.084386987,9.336936307
1316.441,1363.265,1367.147,1315.184,555041600,4941107000,-1.699594236,49.97339059,77.83891886,70.2121964,15.74228521,32.45958467,1356.9458,1370.016692,1377.041714,1380.394765,1362.6346,1311.746371,1265.207903,1230.32721,612403180,772975305,731776733.7,-20.7732542,-16.31283808,-2.984997632,-3.910586828,-4.633005452,-0.954068106,9.104184512
1331.65,1314.1,1331.652,1296.997,484588900,4509660000,1.155311936,36.63146498,74.50512384,67.83753378,24.05626759,28.25792613,1346.8686,1367.425077,1372.834571,1379.323088,1362.760836,1313.150596,1266.639306,1230.849927,608011740,765194540,733684727,-20.54154751,-17.12901773,-1.129924627,-2.616236716,-3.456266965,-1.503298226,8.896280274
1335.125,1335.836,1341.73,1327.797,545063600,4891040000,0.260954455,29.92154159,71.91094279,66.72258071,29.83630179,29.04711396,1336.77,1366.389462,1369.445143,1378.350794,1363.104091,1314.595483,1267.967826,1231.457652,513461760,736668047.5,735784149.4,-30.29943925,-30.21570791,-0.123057818,-2.288107631,-3.136051744,-2.167717358,8.705502256
1315.283,1339.261,1339.678,1313.276,462786300,4192189000,-1.486152982,27.8526757,69.04267699,63.30614538,23.45886008,26.25298702,1327.5402,1363.800308,1365.00081,1376.968176,1363.416382,1316.022191,1269.306486,1231.91703,485709200,714683667.5,735542248.3,-32.03857565,-33.96583254,-0.923301607,-3.557508194,-4.479782287,-2.658754914,8.481930214
1324.4,1313.649,1324.405,1307.907,351522000,3185702000,0.693158811,26.8969232,66.78070893,62.25677282,24.52835019,25.39066861,1324.5798,1360.239923,1361.22319,1375.996676,1363.932655,1317.399843,1270.589625,1232.455824,479800480,701772477.5,735490476.4,-31.6301942,-34.76455571,-0.013574116,-2.634823642,-3.749767521,-2.621605385,8.295916274
1338.984,1326.817,1339.16,1326.625,345298400,3302613000,1.101177892,27.31193115,65.69445981,63.52196157,35.19360703,30.29213782,1329.0884,1356.094231,1359.762905,1375.182794,1364.546491,1318.812551,1272.019465,1233.162979,437851840,684902782.5,735330741.6,-36.07095033,-40.4551156,0.744540393,-1.261728749,-2.632289633,-1.991442051,8.110200485
1343.232,1341.354,1344.431,1336.66,398818200,3424098000,0.317255471,30.81418873,65.44221167,64.93771538,43.22738171,36.75975976,1331.4048,1351.777,1358.569333,1374.224412,1364.7474,1320.337169,1273.499083,1233.902764,420697700,663953700,736190025.8,-36.63749445,-42.85474059,0.888324873,-0.632130891,-2.255265697,-1.507068104,7.909336548
1360.619,1344.749,1360.642,1344.634,529792500,4361786000,1.294415261,39.63739319,66.36945597,68.22394457,66.96080418,51.86028197,1336.5036,1348.904923,1359.185619,1373.378912,1365.403036,1322.069382,1275.152368,1234.842,417643480,651657465,738676436,-35.91058149,-43.46056546,1.804364762,0.868413831,-0.929088954,-0.919362282,7.703122087
1358.813,1362.688,1362.997,1352.157,479518500,4563785000,-0.132733704,51.10677321,67.63678997,70.17145798,77.5402738,64.70027788,1345.2096,1345.602692,1358.015381,1372.449412,1366.1966,1323.844427,1276.700563,1235.724335,420989920,642992417.5,740591144.9,-34.52645653,-43.15488068,1.011247615,0.981739095,-0.993582106,-0.029213104,7.499710745
1336.558,1360.614,1361.186,1334.707,515627500,5124187000,-1.637826544,61.09366484,67.91505508,68.4715853,68.74059144,66.72043466,1347.6412,1342.104385,1356.644762,1370.596941,1366.6726,1325.380674,1278.09191,1236.398742,453811020,640304720,743035674.2,-29.12577312,-38.92473326,-0.82241475,-0.413260301,-2.483512122,0.412547299,7.237744856
1335.466,1332.412,1341.642,1326.324,433596500,4390717000,-0.081702403,64.82414366,67.67377724,67.19122157,59.3830022,63.05171843,1346.9376,1338.246538,1356.019905,1368.760794,1366.717618,1327.014708,1279.453729,1237.02409,471470640,634343882.5,743799718,-25.67585926,-36.61322684,-0.851680137,-0.207774755,-2.432477191,0.649436504,6.980093372
1325.633,1335.299,1337.641,1317.886,435545200,4377098000,-0.736297292,61.3959575,66.77884684,64.98898603,45.77972038,54.41571941,1343.4178,1335.492769,1354.909952,1366.243941,1366.592782,1328.662607,1280.686104,1237.594069,478816040,628327700,745879888.8,-23.79517249,-35.80520842,-1.32384728,-0.73828698,-2.972451694,0.593416224,6.680625075
1314.715,1325.88,1330.816,1311.754,512615000,4770228000,-0.823606534,53.06990585,65.16110428,61.92561916,29.06884004,41.74227972,1334.237,1333.609154,1352.244714,1363.277471,1366.070364,1330.120517,1281.7755,1238.084979,475380540,621138320,749019913.5,-23.46623535,-36.53299045,-1.463158344,-1.416768458,-3.562185368,0.047078723,6.358521487
1287.073,1311.059,1311.153,1278.301,485388700,4318782000,-2.102508909,42.29520314,62.14792293,56.12156022,19.71294085,30.72761029,1319.889,1331.350077,1347.206381,1359.571382,1364.873036,1331.228281,1282.663722,1238.474674,476554580,606505825,751081684.3,-21.42621549,-36.55089853,-2.486269679,-3.325727597,-5.332443982,-0.860861251,5.995933213
1313.01,1285.785,1318.934,1284.798,407716800,3779200000,2.015192611,34.33570044,60.02593782,55.7819676,30.34681235,30.53721132,1315.1794,1329.916231,1343.094667,1356.424618,1364.154673,1332.466202,1283.769069,1239.08012,454972440,594817902.5,751467536,-23.51063442,-39.45547635,-0.16495088,-1.271225238,-3.200665712,-1.108102182,5.659549675
1299.148,1312.226,1312.365,1295.614,349492400,3423976000,-1.05574215,30.09120289,57.90698709,53.66908564,27.48036282,29.00878707,1307.9158,1327.148769,1338.389524,1353.273,1363.258964,1333.648663,1284.679639,1239.50891,438151620,581486672.5,751324070.8,-24.64975713,-41.68273891,-0.670364254,-2.109844042,-3.999562542,-1.44919467,5.339335896
1316.271,1299.217,1316.285,1299.154,410816800,3448570000,1.318017655,30.7094046,56.80158331,54.59077576,36.15564377,32.58221542,1306.0434,1327.224769,1334.319476,1350.557029,1363.048018,1335.081876,1285.662063,1239.981948,433205940,570985125,752165340.4,-24.13008307,-42.4054903,0.78309802,-0.825313804,-2.538658395,-1.595914251,5.047591339
1326.821,1317.848,1330.492,1317.848,410907600,3990303000,0.801506681,33.85191867,56.74805251,56.6409909,47.34729163,39.96475353,1308.4646,1327.411,1331.69019,1348.295,1362.488491,1336.64727,1286.914139,1240.594558,412864460,557485825,753647646.1,-25.94171161,-45.21783991,1.402896188,-0.044447424,-1.59267816,-1.427319798,4.769615879
1321.899,1328.336,1328.727,1314.732,395497100,3568129000,-0.370961871,40.52460748,56.90829068,57.22876701,58.08895344,49.02685348,1315.4298,1326.096769,1328.655952,1346.890559,1361.893818,1338.243112,1288.078951,1241.346017,394886140,542773500,754034892.1,-27.24660655,-47.63025636,0.491793633,-0.316550747,-1.855500334,-0.804388449,4.565838714
1317.946,1321.634,1324.274,1313.202,340169100,3002115000,-0.299039488,48.24324979,56.83820921,56.69804627,62.44943122,55.73814235,1316.417,1324.151692,1326.58519,1345.409647,1361.3174,1339.635573,1289.170465,1242.195026,381376600,531400372.5,753902269.7,-28.23177782,-49.41299219,0.116148606,-0.468654184,-2.04128513,-0.584124338,4.362431757
1311.94,1317.929,1321.264,1308.262,385013900,3272140000,-0.455709111,54.7534736,56.39168485,55.49863613,63.25270761,59.49542498,1318.9754,1320.407154,1325.287,1344.358559,1360.275182,1340.988236,1290.163056,1242.812309,388480900,519630297.5,753592476.4,-25.23898205,-48.44947207,-0.533398879,-0.641253254,-2.411451812,-0.108432754,4.20067084
